player_name,season,player_dob,dob_display,forename,surname,pl_index
Teddie Robertson,1965/66,1935-12-19,,Teddie,Robertson,"Robertson, Teddie"
Teddie Robertson,1966/67,1935-12-19,,Teddie,Robertson,"Robertson, Teddie"
Teddie Robertson,1967/68,1935-12-19,,Teddie,Robertson,"Robertson, Teddie"
Teddie Robertson,1968/69,1935-12-19,,Teddie,Robertson,"Robertson, Teddie"
William Robertson,1936/37,,Unknown,William,Robertson,"Robertson, William"
Alfred Robinson,1921/22,1898-01-30,,Alfred,Robinson,"Robinson, Alfred"
Andy Robinson,2002/03,1979-11-03,,Andy,Robinson,"Robinson, Andy"
Andy Robinson,2009/10,1979-11-03,,Andy,Robinson,"Robinson, Andy"
Andy Robinson,2010/11,1979-11-03,,Andy,Robinson,"Robinson, Andy"
Andy Robinson,2011/12,1979-11-03,,Andy,Robinson,"Robinson, Andy"
Andy Robinson,2012/13,1979-11-03,,Andy,Robinson,"Robinson, Andy"
Andy Robinson,2013/14,1979-11-03,,Andy,Robinson,"Robinson, Andy"
James Robinson,1922/23,1898-01-08,,James,Robinson,"Robinson, James"
James Robinson,1923/24,1898-01-08,,James,Robinson,"Robinson, James"
Liam Robinson,1985/86,1965-12-29,,Liam,Robinson,"Robinson, Liam"
Luke Robinson,2022/23,2001-11-20,,Luke,Robinson,"Robinson, Luke"
Marvin Robinson,2002/03,1980-04-11,,Marvin,Robinson,"Robinson, Marvin"
Billy Rodaway,1984/85,1954-09-26,,Billy,Rodaway,"Rodaway, Billy"
Billy Rodaway,1985/86,1954-09-26,,Billy,Rodaway,"Rodaway, Billy"
Alan Rogers,1995/96,1977-01-03,,Alan,Rogers,"Rogers, Alan"
Alan Rogers,1996/97,1977-01-03,,Alan,Rogers,"Rogers, Alan"
Elliot Rokka,2017/18,1996-03-16,,Elliot,Rokka,"Rokka, Elliot"
William Roper,1932/33,,Q2 1914,William,Roper,"Roper, William"
William Roper,1933/34,,Q2 1914,William,Roper,"Roper, William"
William Roper,1934/35,,Q2 1914,William,Roper,"Roper, William"
Abe Rosenthal,1938/39,1921-10-12,,Abe,Rosenthal,"Rosenthal, Abe"
Abe Rosenthal,1945/46,1921-10-12,,Abe,Rosenthal,"Rosenthal, Abe"
Abe Rosenthal,1946/47,1921-10-12,,Abe,Rosenthal,"Rosenthal, Abe"
Abe Rosenthal,1949/50,1921-10-12,,Abe,Rosenthal,"Rosenthal, Abe"
Abe Rosenthal,1950/51,1921-10-12,,Abe,Rosenthal,"Rosenthal, Abe"
Abe Rosenthal,1951/52,1921-10-12,,Abe,Rosenthal,"Rosenthal, Abe"
Abe Rosenthal,1954/55,1921-10-12,,Abe,Rosenthal,"Rosenthal, Abe"
Peter Rothwell,1923/24,,Q2 1898,Peter,Rothwell,"Rothwell, Peter"
Peter Rothwell,1924/25,,Q2 1898,Peter,Rothwell,"Rothwell, Peter"
Graham Rowe,1970/71,1945-08-28,,Graham,Rowe,"Rowe, Graham"
James Rowe,2013/14,1991-10-21,,James,Rowe,"Rowe, James"
James Rowe,2014/15,1991-10-21,,James,Rowe,"Rowe, James"
John Rowland,1968/69,1941-04-07,,John,Rowland,"Rowland, John"
Reginald Rowles,1931/32,,Unknown,Reginald,Rowles,"Rowles, Reginald"
Tony Rowley,1957/58,1929-09-19,,Tony,Rowley,"Rowley, Tony"
Tony Rowley,1958/59,1929-09-19,,Tony,Rowley,"Rowley, Tony"
Tony Rowley,1959/60,1929-09-19,,Tony,Rowley,"Rowley, Tony"
Tony Rowley,1960/61,1929-09-19,,Tony,Rowley,"Rowley, Tony"
Jack Roy,1938/39,1914-03-23,,Jack,Roy,"Roy, Jack"
Alex Russell,1971/72,1944-02-21,,Alex,Russell,"Russell, Alex"
Alex Russell,1972/73,1944-02-21,,Alex,Russell,"Russell, Alex"
Craig Russell,1998/99,1974-02-04,,Craig,Russell,"Russell, Craig"
Edward Rutter,1924/25,1898-07-02,,Edward,Rutter,"Rutter, Edward"
Len Salmon,1946/47,1912-06-24,,Len,Salmon,"Salmon, Len"
Len Salmon,1947/48,1912-06-24,,Len,Salmon,"Salmon, Len"
Georges Santos,1998/99,1970-08-15,,Georges,Santos,"Santos, Georges"
Georges Santos,1999/00,1970-08-15,,Georges,Santos,"Santos, Georges"
Harvey Saunders,2022/23,1997-07-20,,Harvey,Saunders,"Saunders, Harvey"
Harvey Saunders,2023/24,1997-07-20,,Harvey,Saunders,"Saunders, Harvey"
Harvey Saunders,2024/25,1997-07-20,,Harvey,Saunders,"Saunders, Harvey"
Harvey Saunders,2025/26,1997-07-20,,Harvey,Saunders,"Saunders, Harvey"
Bas Savage,2008/09,1982-01-07,,Bas,Savage,"Savage, Bas"
Bas Savage,2009/10,1982-01-07,,Bas,Savage,"Savage, Bas"
Stan Sayer,1922/23,1895-02-02,,Stan,Sayer,"Sayer, Stan"
Stan Sayer,1923/24,1895-02-02,,Stan,Sayer,"Sayer, Stan"
Stan Sayer,1924/25,1895-02-02,,Stan,Sayer,"Sayer, Stan"
George Scott,1968/69,1944-10-25,,George,Scott,"Scott, George"
George Scott,1969/70,1944-10-25,,George,Scott,"Scott, George"
John Seasman,1972/73,1955-02-21,,John,Seasman,"Seasman, John"
John Seasman,1973/74,1955-02-21,,John,Seasman,"Seasman, John"
John Seasman,1974/75,1955-02-21,,John,Seasman,"Seasman, John"
Ben Seddon,1973/74,1952-02-05,,Ben,Seddon,"Seddon, Ben"
Dino Seremet,2005/06,1980-08-16,,Dino,Seremet,"Seremet, Dino"
George Sewell,1922/23,1898-06-03,,George,Sewell,"Sewell, George"
Bernard Sharkey,1922/23,1894-03-25,,Bernard,Sharkey,"Sharkey, Bernard"
Alex Sharp,1930/31,1910-11-12,,Alex,Sharp,"Sharp, Alex"
Ian Sharps,1998/99,1980-10-23,,Ian,Sharps,"Sharps, Ian"
Ian Sharps,2001/02,1980-10-23,,Ian,Sharps,"Sharps, Ian"
Ian Sharps,2002/03,1980-10-23,,Ian,Sharps,"Sharps, Ian"
Ian Sharps,2003/04,1980-10-23,,Ian,Sharps,"Sharps, Ian"
Ian Sharps,2004/05,1980-10-23,,Ian,Sharps,"Sharps, Ian"
Ian Sharps,2005/06,1980-10-23,,Ian,Sharps,"Sharps, Ian"
Hugh Shaw,1955/56,1929-04-29,,Hugh,Shaw,"Shaw, Hugh"
Bert Shears,1930/31,1900-05-12,,Bert,Shears,"Shears, Bert"
Paul Shepherd,1998/99,1977-11-17,,Paul,Shepherd,"Shepherd, Paul"
Harold Sherlock,1936/37,1909-02-02,,Harold,Sherlock,"Sherlock, Harold"
George Shone,1946/47,1922-02-15,,George,Shone,"Shone, George"
Ryan Shotton,2008/09,1988-10-30,,Ryan,Shotton,"Shotton, Ryan"
Enoch Showunmi,2010/11,1982-04-21,,Enoch,Showunmi,"Showunmi, Enoch"
Enoch Showunmi,2011/12,1982-04-21,,Enoch,Showunmi,"Showunmi, Enoch"
Chris Shuker,2006/07,1982-05-09,,Chris,Shuker,"Shuker, Chris"
Chris Shuker,2007/08,1982-05-09,,Chris,Shuker,"Shuker, Chris"
Chris Shuker,2008/09,1982-05-09,,Chris,Shuker,"Shuker, Chris"
Chris Shuker,2009/10,1982-05-09,,Chris,Shuker,"Shuker, Chris"
Chris Shuker,2014/15,1982-05-09,,Chris,Shuker,"Shuker, Chris"
Barry Siddall,1985/86,1954-09-12,,Barry,Siddall,"Siddall, Barry"
Mamady Sidibe,2012/13,1979-12-18,,Mamady,Sidibe,"Sidibe, Mamady"
Les Sille,1948/49,1928-04-12,,Les,Sille,"Sille, Les"
Dynel Simeu,2022/23,2002-03-13,,Dynel,Simeu,"Simeu, Dynel"
Steve Simonsen,1997/98,1979-04-03,,Steve,Simonsen,"Simonsen, Steve"
Steve Simonsen,1998/99,1979-04-03,,Steve,Simonsen,"Simonsen, Steve"
Nick Sinclair,1984/85,1960-01-03,,Nick,Sinclair,"Sinclair, Nick"
Nick Sinclair,1985/86,1960-01-03,,Nick,Sinclair,"Sinclair, Nick"
Roy Sinclair,1963/64,1944-12-10,,Roy,Sinclair,"Sinclair, Roy"
Roy Sinclair,1964/65,1944-12-10,,Roy,Sinclair,"Sinclair, Roy"
Roy Sinclair,1965/66,1944-12-10,,Roy,Sinclair,"Sinclair, Roy"
Roy Sinclair,1966/67,1944-12-10,,Roy,Sinclair,"Sinclair, Roy"
Roy Sinclair,1967/68,1944-12-10,,Roy,Sinclair,"Sinclair, Roy"
Roy Sinclair,1968/69,1944-12-10,,Roy,Sinclair,"Sinclair, Roy"
Roy Sinclair,1972/73,1944-12-10,,Roy,Sinclair,"Sinclair, Roy"
Willie Sinclair,1960/61,1934-10-14,,Willie,Sinclair,"Sinclair, Willie"
Lewis Sinnott,2019/20,2002-03-04,,Lewis,Sinnott,"Sinnott, Lewis"
Richie Smallwood,2025/26,1990-12-29,,Richie,Smallwood,"Smallwood, Richie"
Derek Smith,1967/68,1946-07-05,,Derek,Smith,"Smith, Derek"
Derek Smith,1968/69,1946-07-05,,Derek,Smith,"Smith, Derek"
Derek Smith,1969/70,1946-07-05,,Derek,Smith,"Smith, Derek"
George Smith,1924/25,,Unknown,George,Smith,"Smith, George"
George Smith,1925/26,,Unknown,George,Smith,"Smith, George"
John Smith,1988/89,1970-07-23,,John,Smith,"Smith, John"
Jonny Smith,2018/19,1997-07-28,,Jonny,Smith,"Smith, Jonny"
Nathan Smith,2025/26,1996-04-03,,Nathan,Smith,"Smith, Nathan"
Reg Smith,1938/39,,Q1 1916,Reg,Smith,"Smith, Reg"
Sam Smith,2020/21,1998-03-08,,Sam,Smith,"Smith, Sam"
William Smith,1938/39,,~1915,William,Smith,"Smith, William"
Akpo Sodje,2013/14,1980-01-31,,Akpo,Sodje,"Sodje, Akpo"
Sol Solomon,2024/25,2001-03-17,,Sol,Solomon,"Solomon, Sol"
Sol Solomon,2025/26,2001-03-17,,Sol,Solomon,"Solomon, Sol"
Josh Solomon-Davies,2016/17,1999-11-20,,Josh,Solomon-Davies,"Solomon-Davies, Josh"
Josh Solomon-Davies,2017/18,1999-11-20,,Josh,Solomon-Davies,"Solomon-Davies, Josh"
Edrissa Sonko,2008/09,1980-03-23,,Edrissa,Sonko,"Sonko, Edrissa"
Marvin Sordell,2009/10,1991-02-17,,Marvin,Sordell,"Sordell, Marvin"
Erico Sousa,2016/17,1995-03-12,,Erico,Sousa,"Sousa, Erico"
Sammy Speakman,1954/55,1934-01-27,,Sammy,Speakman,"Speakman, Sammy"
Sammy Speakman,1955/56,1934-01-27,,Sammy,Speakman,"Speakman, Sammy"
Jay Spearing,2020/21,1988-11-25,,Jay,Spearing,"Spearing, Jay"
Jay Spearing,2021/22,1988-11-25,,Jay,Spearing,"Spearing, Jay"
Carl Spellman,2017/18,2000-11-06,,Carl,Spellman,"Spellman, Carl"
Carl Spellman,2019/20,2000-11-06,,Carl,Spellman,"Spellman, Carl"
James Spence,1930/31,,Unknown,James,Spence,"Spence, James"
Reg Spencer,1931/32,1908-12-01,,Reg,Spencer,"Spencer, Reg"
Reg Spencer,1932/33,1908-12-01,,Reg,Spencer,"Spencer, Reg"
Reg Spencer,1933/34,1908-12-01,,Reg,Spencer,"Spencer, Reg"
Reg Spencer,1934/35,1908-12-01,,Reg,Spencer,"Spencer, Reg"
Reg Spencer,1935/36,1908-12-01,,Reg,Spencer,"Spencer, Reg"
Reg Spencer,1936/37,1908-12-01,,Reg,Spencer,"Spencer, Reg"
Reg Spencer,1937/38,1908-12-01,,Reg,Spencer,"Spencer, Reg"
Reg Spencer,1938/39,1908-12-01,,Reg,Spencer,"Spencer, Reg"
Teddy Spencer,1932/33,,Unknown,Teddy,Spencer,"Spencer, Teddy"
Teddy Spencer,1933/34,,Unknown,Teddy,Spencer,"Spencer, Teddy"
Tony Spink,1956/57,1929-11-16,,Tony,Spink,"Spink, Tony"
Ian St John,1972/73,1938-06-07,,Ian,St John,"St John, Ian"
Graham Stanley,1965/66,1938-01-27,,Graham,Stanley,"Stanley, Graham"
Joseph Starbuck,2023/24,2002-08-03,,Joseph,Starbuck,"Starbuck, Joseph"
Jim Steel,1987/88,1959-12-04,,Jim,Steel,"Steel, Jim"
Jim Steel,1988/89,1959-12-04,,Jim,Steel,"Steel, Jim"
Jim Steel,1989/90,1959-12-04,,Jim,Steel,"Steel, Jim"
Jim Steel,1990/91,1959-12-04,,Jim,Steel,"Steel, Jim"
Jim Steel,1991/92,1959-12-04,,Jim,Steel,"Steel, Jim"
Percy Steele,1945/46,1923-12-26,,Percy,Steele,"Steele, Percy"
Percy Steele,1946/47,1923-12-26,,Percy,Steele,"Steele, Percy"
Percy Steele,1947/48,1923-12-26,,Percy,Steele,"Steele, Percy"
Percy Steele,1948/49,1923-12-26,,Percy,Steele,"Steele, Percy"
Percy Steele,1949/50,1923-12-26,,Percy,Steele,"Steele, Percy"
Percy Steele,1950/51,1923-12-26,,Percy,Steele,"Steele, Percy"
Percy Steele,1951/52,1923-12-26,,Percy,Steele,"Steele, Percy"
Percy Steele,1952/53,1923-12-26,,Percy,Steele,"Steele, Percy"
Percy Steele,1953/54,1923-12-26,,Percy,Steele,"Steele, Percy"
Percy Steele,1954/55,1923-12-26,,Percy,Steele,"Steele, Percy"
Percy Steele,1955/56,1923-12-26,,Percy,Steele,"Steele, Percy"
Percy Steele,1956/57,1923-12-26,,Percy,Steele,"Steele, Percy"
Terry Stephens,1955/56,1935-11-05,,Terry,Stephens,"Stephens, Terry"
Terry Stephens,1956/57,1935-11-05,,Terry,Stephens,"Stephens, Terry"
Darren Stephenson,2016/17,1993-03-06,,Darren,Stephenson,"Stephenson, Darren"
Dennis Stevens,1966/67,1933-11-30,,Dennis,Stevens,"Stevens, Dennis"
Dennis Stevens,1967/68,1933-11-30,,Dennis,Stevens,"Stevens, Dennis"
Gary Stevens,1994/95,1963-03-27,,Gary,Stevens,"Stevens, Gary"
Gary Stevens,1995/96,1963-03-27,,Gary,Stevens,"Stevens, Gary"
Gary Stevens,1996/97,1963-03-27,,Gary,Stevens,"Stevens, Gary"
Gary Stevens,1997/98,1963-03-27,,Gary,Stevens,"Stevens, Gary"
Willie Stevenson,1973/74,1939-10-26,,Willie,Stevenson,"Stevenson, Willie"
Robbie Stockdale,2006/07,1979-11-30,,Robbie,Stockdale,"Stockdale, Robbie"
Robbie Stockdale,2007/08,1979-11-30,,Robbie,Stockdale,"Stockdale, Robbie"
Cole Stockton,2011/12,1994-03-13,,Cole,Stockton,"Stockton, Cole"
Cole Stockton,2012/13,1994-03-13,,Cole,Stockton,"Stockton, Cole"
Cole Stockton,2013/14,1994-03-13,,Cole,Stockton,"Stockton, Cole"
Cole Stockton,2014/15,1994-03-13,,Cole,Stockton,"Stockton, Cole"
Cole Stockton,2015/16,1994-03-13,,Cole,Stockton,"Stockton, Cole"
Cole Stockton,2016/17,1994-03-13,,Cole,Stockton,"Stockton, Cole"
Cole Stockton,2018/19,1994-03-13,,Cole,Stockton,"Stockton, Cole"
Stan Storton,1966/67,1939-01-05,,Stan,Storton,"Storton, Stan"
Stan Storton,1967/68,1939-01-05,,Stan,Storton,"Storton, Stan"
Stan Storton,1968/69,1939-01-05,,Stan,Storton,"Storton, Stan"
Stan Storton,1969/70,1939-01-05,,Stan,Storton,"Storton, Stan"
Trevor Storton,1967/68,1949-11-26,,Trevor,Storton,"Storton, Trevor"
Trevor Storton,1968/69,1949-11-26,,Trevor,Storton,"Storton, Trevor"
Trevor Storton,1969/70,1949-11-26,,Trevor,Storton,"Storton, Trevor"
Trevor Storton,1970/71,1949-11-26,,Trevor,Storton,"Storton, Trevor"
Trevor Storton,1971/72,1949-11-26,,Trevor,Storton,"Storton, Trevor"
Tom Stott,1921/22,,Unknown,Tom,Stott,"Stott, Tom"
Ryan Stratulis,2021/22,2003-04-18,,Ryan,Stratulis,"Stratulis, Ryan"
Eddie Stuart,1964/65,1931-05-12,,Eddie,Stuart,"Stuart, Eddie"
Eddie Stuart,1965/66,1931-05-12,,Eddie,Stuart,"Stuart, Eddie"
Tom Stuart,1921/22,1893-10-25,,Tom,Stuart,"Stuart, Tom"
Tom Stuart,1922/23,1893-10-25,,Tom,Stuart,"Stuart, Tom"
Tom Stuart,1923/24,1893-10-25,,Tom,Stuart,"Stuart, Tom"
Tom Stuart,1924/25,1893-10-25,,Tom,Stuart,"Stuart, Tom"
Tom Stuart,1925/26,1893-10-25,,Tom,Stuart,"Stuart, Tom"
Tom Stuart,1927/28,1893-10-25,,Tom,Stuart,"Stuart, Tom"
Arthur Sugden,1921/22,,~1894,Arthur,Sugden,"Sugden, Arthur"
Arthur Sugden,1922/23,,~1894,Arthur,Sugden,"Sugden, Arthur"
Nicky Summerbee,2005/06,1971-08-26,,Nicky,Summerbee,"Summerbee, Nicky"
Ritchie Sutton,2015/16,1986-04-29,,Ritchie,Sutton,"Sutton, Ritchie"
Ritchie Sutton,2016/17,1986-04-29,,Ritchie,Sutton,"Sutton, Ritchie"
Ritchie Sutton,2017/18,1986-04-29,,Ritchie,Sutton,"Sutton, Ritchie"
Ritchie Sutton,2018/19,1986-04-29,,Ritchie,Sutton,"Sutton, Ritchie"
Gerard Tansey,1955/56,1933-10-15,,Gerard,Tansey,"Tansey, Gerard"
Andy Taylor,2007/08,1986-03-14,,Andy,Taylor,"Taylor, Andy"
Andy Taylor,2008/09,1986-03-14,,Andy,Taylor,"Taylor, Andy"
Ash Taylor,2008/09,1990-09-02,,Ash,Taylor,"Taylor, Ash"
Ash Taylor,2009/10,1990-09-02,,Ash,Taylor,"Taylor, Ash"
Ash Taylor,2010/11,1990-09-02,,Ash,Taylor,"Taylor, Ash"
Ash Taylor,2011/12,1990-09-02,,Ash,Taylor,"Taylor, Ash"
Ash Taylor,2012/13,1990-09-02,,Ash,Taylor,"Taylor, Ash"
Ash Taylor,2013/14,1990-09-02,,Ash,Taylor,"Taylor, Ash"
Gareth Taylor,2006/07,1973-02-25,,Gareth,Taylor,"Taylor, Gareth"
Gareth Taylor,2007/08,1973-02-25,,Gareth,Taylor,"Taylor, Gareth"
Perry Taylor,2000/01,1981-01-29,,Perry,Taylor,"Taylor, Perry"
Rhys Taylor,2017/18,1990-04-07,,Rhys,Taylor,"Taylor, Rhys"
Rob Taylor,2014/15,1985-01-16,,Rob,Taylor,"Taylor, Rob"
Ryan Taylor,2002/03,1984-08-19,,Ryan,Taylor,"Taylor, Ryan"
Ryan Taylor,2003/04,1984-08-19,,Ryan,Taylor,"Taylor, Ryan"
Ryan Taylor,2004/05,1984-08-19,,Ryan,Taylor,"Taylor, Ryan"
Samuel Taylor,2022/23,2003-12-23,,Samuel,Taylor,"Taylor, Samuel"
Samuel Taylor,2023/24,2003-12-23,,Samuel,Taylor,"Taylor, Samuel"
Samuel Taylor,2024/25,2003-12-23,,Samuel,Taylor,"Taylor, Samuel"
Scott Taylor,1998/99,1976-05-05,,Scott,Taylor,"Taylor, Scott"
Scott Taylor,1999/00,1976-05-05,,Scott,Taylor,"Taylor, Scott"
Scott Taylor,2000/01,1976-05-05,,Scott,Taylor,"Taylor, Scott"
Gary Taylor-Fletcher,2015/16,1981-06-04,,Gary,Taylor-Fletcher,"Taylor-Fletcher, Gary"
Shaun Teale,1995/96,1964-03-10,,Shaun,Teale,"Teale, Shaun"
Shaun Teale,1996/97,1964-03-10,,Shaun,Teale,"Teale, Shaun"
Ernest Temple,1932/33,,Q2 1910,Ernest,Temple,"Temple, Ernest"
Ernest Temple,1936/37,,Q2 1910,Ernest,Temple,"Temple, Ernest"
Percy Thirkell,1925/26,1900-02-13,,Percy,Thirkell,"Thirkell, Percy"
Percy Thirkell,1926/27,1900-02-13,,Percy,Thirkell,"Thirkell, Percy"
Percy Thirkell,1927/28,1900-02-13,,Percy,Thirkell,"Thirkell, Percy"
Percy Thirkell,1928/29,1900-02-13,,Percy,Thirkell,"Thirkell, Percy"
Percy Thirkell,1929/30,1900-02-13,,Percy,Thirkell,"Thirkell, Percy"
John Thomas,1978/79,1958-08-05,,John,Thomas,"Thomas, John"
Kevin Thomas,1969/70,1945-08-13,,Kevin,Thomas,"Thomas, Kevin"
Kevin Thomas,1970/71,1945-08-13,,Kevin,Thomas,"Thomas, Kevin"
Robert Thomas,1938/39,,Q4 1911,Robert,Thomas,"Thomas, Robert"
Stanley Thomas,1948/49,1919-09-05,,Stanley,Thomas,"Thomas, Stanley"
Tony Thomas,1988/89,1971-07-12,,Tony,Thomas,"Thomas, Tony"
Tony Thomas,1989/90,1971-07-12,,Tony,Thomas,"Thomas, Tony"
Tony Thomas,1990/91,1971-07-12,,Tony,Thomas,"Thomas, Tony"
Tony Thomas,1991/92,1971-07-12,,Tony,Thomas,"Thomas, Tony"
Tony Thomas,1992/93,1971-07-12,,Tony,Thomas,"Thomas, Tony"
Tony Thomas,1993/94,1971-07-12,,Tony,Thomas,"Thomas, Tony"
Tony Thomas,1994/95,1971-07-12,,Tony,Thomas,"Thomas, Tony"
Tony Thomas,1995/96,1971-07-12,,Tony,Thomas,"Thomas, Tony"
Tony Thomas,1996/97,1971-07-12,,Tony,Thomas,"Thomas, Tony"
William Thomas,1933/34,1906-03-16,,William,Thomas,"Thomas, William"
Ian Thomas-Moore,1994/95,1976-08-26,,Ian,Thomas-Moore,"Thomas-Moore, Ian"
Ian Thomas-Moore,1995/96,1976-08-26,,Ian,Thomas-Moore,"Thomas-Moore, Ian"
Ian Thomas-Moore,1996/97,1976-08-26,,Ian,Thomas-Moore,"Thomas-Moore, Ian"
Ian Thomas-Moore,2007/08,1976-08-26,,Ian,Thomas-Moore,"Thomas-Moore, Ian"
Ian Thomas-Moore,2008/09,1976-08-26,,Ian,Thomas-Moore,"Thomas-Moore, Ian"
Ian Thomas-Moore,2009/10,1976-08-26,,Ian,Thomas-Moore,"Thomas-Moore, Ian"
Ian Thomas-Moore,2010/11,1976-08-26,,Ian,Thomas-Moore,"Thomas-Moore, Ian"
Alex Thompson,1948/49,1917-12-08,,Alex,Thompson,"Thompson, Alex"
Andy Thompson,1997/98,1967-11-09,,Andy,Thompson,"Thompson, Andy"
Andy Thompson,1998/99,1967-11-09,,Andy,Thompson,"Thompson, Andy"
Andy Thompson,1999/00,1967-11-09,,Andy,Thompson,"Thompson, Andy"
Bob Thompson,1922/23,1890-02-27,,Bob,Thompson,"Thompson, Bob"
Joe Thompson,2012/13,1989-03-05,,Joe,Thompson,"Thompson, Joe"
Joe Thompson,2013/14,1989-03-05,,Joe,Thompson,"Thompson, Joe"
John Thompson,2006/07,1981-10-12,,John,Thompson,"Thompson, John"
Josh Thompson,2014/15,1991-02-25,,Josh,Thompson,"Thompson, Josh"
Robert Thompson,1926/27,,Unknown,Robert,Thompson,"Thompson, Robert"
Andy Thorn,1996/97,1966-11-12,,Andy,Thorn,"Thorn, Andy"
Andy Thorn,1997/98,1966-11-12,,Andy,Thorn,"Thorn, Andy"
Sean Thornton,2001/02,1983-05-18,,Sean,Thornton,"Thornton, Sean"
Adrian Thorpe,1986/87,1963-11-25,,Adrian,Thorpe,"Thorpe, Adrian"
Andy Thorpe,1986/87,1960-09-15,,Andy,Thorpe,"Thorpe, Andy"
Andy Thorpe,1987/88,1960-09-15,,Andy,Thorpe,"Thorpe, Andy"
Tommy Tilston,1951/52,1926-02-19,,Tommy,Tilston,"Tilston, Tommy"
Mustafa Tiryaki,2011/12,1987-03-02,,Mustafa,Tiryaki,"Tiryaki, Mustafa"
Ben Tollitt,2016/17,1994-11-30,,Ben,Tollitt,"Tollitt, Ben"
Ben Tollitt,2017/18,1994-11-30,,Ben,Tollitt,"Tollitt, Ben"
Ben Tollitt,2018/19,1994-11-30,,Ben,Tollitt,"Tollitt, Ben"
Ben Tomlinson,2015/16,1989-10-31,,Ben,Tomlinson,"Tomlinson, Ben"
Robert Tong,1932/33,,Q2 1911,Robert,Tong,"Tong, Robert"
Robert Tong,1933/34,,Q2 1911,Robert,Tong,"Tong, Robert"
Ray Train,1985/86,1951-02-10,,Ray,Train,"Train, Ray"
Drissa Traore,2017/18,1992-03-25,,Drissa,Traore,"Traore, Drissa"
Harry Travis,1938/39,1911-12-26,,Harry,Travis,"Travis, Harry"
Carl Tremarco,2003/04,1985-10-11,,Carl,Tremarco,"Tremarco, Carl"
Carl Tremarco,2004/05,1985-10-11,,Carl,Tremarco,"Tremarco, Carl"
Carl Tremarco,2005/06,1985-10-11,,Carl,Tremarco,"Tremarco, Carl"
Carl Tremarco,2006/07,1985-10-11,,Carl,Tremarco,"Tremarco, Carl"
Carl Tremarco,2007/08,1985-10-11,,Carl,Tremarco,"Tremarco, Carl"
Charles Tucker,1936/37,,~1917,Charles,Tucker,"Tucker, Charles"
Jordan Turnbull,2022/23,1994-10-30,,Jordan,Turnbull,"Turnbull, Jordan"
Jordan Turnbull,2023/24,1994-10-30,,Jordan,Turnbull,"Turnbull, Jordan"
Jordan Turnbull,2024/25,1994-10-30,,Jordan,Turnbull,"Turnbull, Jordan"
Jordan Turnbull,2025/26,1994-10-30,,Jordan,Turnbull,"Turnbull, Jordan"
Iain Turner,2015/16,1984-01-26,,Iain,Turner,"Turner, Iain"
Jay Turner-Cooke,2022/23,2003-12-31,,Jay,Turner-Cooke,"Turner-Cooke, Jay"
Frank Twist,1965/66,1940-11-02,,Frank,Twist,"Twist, Frank"
Bobby Tynan,1972/73,1955-12-07,,Bobby,Tynan,"Tynan, Bobby"
Bobby Tynan,1973/74,1955-12-07,,Bobby,Tynan,"Tynan, Bobby"
Bobby Tynan,1974/75,1955-12-07,,Bobby,Tynan,"Tynan, Bobby"
Bobby Tynan,1975/76,1955-12-07,,Bobby,Tynan,"Tynan, Bobby"
Bobby Tynan,1976/77,1955-12-07,,Bobby,Tynan,"Tynan, Bobby"
Bobby Tynan,1977/78,1955-12-07,,Bobby,Tynan,"Tynan, Bobby"
Fred Urmson,1927/28,1907-11-26,,Fred,Urmson,"Urmson, Fred"
Fred Urmson,1928/29,1907-11-26,,Fred,Urmson,"Urmson, Fred"
Fred Urmson,1929/30,1907-11-26,,Fred,Urmson,"Urmson, Fred"
Fred Urmson,1930/31,1907-11-26,,Fred,Urmson,"Urmson, Fred"
Fred Urmson,1931/32,1907-11-26,,Fred,Urmson,"Urmson, Fred"
Fred Urmson,1932/33,1907-11-26,,Fred,Urmson,"Urmson, Fred"
Fred Urmson,1933/34,1907-11-26,,Fred,Urmson,"Urmson, Fred"
Fred Urmson,1934/35,1907-11-26,,Fred,Urmson,"Urmson, Fred"
Fred Urmson,1935/36,1907-11-26,,Fred,Urmson,"Urmson, Fred"
James Vaughan,2019/20,1988-07-14,,James,Vaughan,"Vaughan, James"
James Vaughan,2020/21,1988-07-14,,James,Vaughan,"Vaughan, James"
Lee Vaughan,2015/16,1986-07-17,,Lee,Vaughan,"Vaughan, Lee"
Lee Vaughan,2016/17,1986-07-17,,Lee,Vaughan,"Vaughan, Lee"
Tommy Veitch,1972/73,1949-10-16,,Tommy,Veitch,"Veitch, Tommy"
Tommy Veitch,1973/74,1949-10-16,,Tommy,Veitch,"Veitch, Tommy"
Tommy Veitch,1974/75,1949-10-16,,Tommy,Veitch,"Veitch, Tommy"
Steve Vickers,1985/86,1967-10-13,,Steve,Vickers,"Vickers, Steve"
Steve Vickers,1986/87,1967-10-13,,Steve,Vickers,"Vickers, Steve"
Steve Vickers,1987/88,1967-10-13,,Steve,Vickers,"Vickers, Steve"
Steve Vickers,1988/89,1967-10-13,,Steve,Vickers,"Vickers, Steve"
Steve Vickers,1989/90,1967-10-13,,Steve,Vickers,"Vickers, Steve"
Steve Vickers,1990/91,1967-10-13,,Steve,Vickers,"Vickers, Steve"
Steve Vickers,1991/92,1967-10-13,,Steve,Vickers,"Vickers, Steve"
Steve Vickers,1992/93,1967-10-13,,Steve,Vickers,"Vickers, Steve"
